Result_ID,Student_ID,Course_Code,Academic_Year,Semester,Attempt,Marks,Grade,Grade_Point,Result_Status
R000436,S0030,CS41142,4,7,1,64,B,3.0,Pass
R000437,S0030,CS41052,4,7,1,60,B,3.0,Pass
R000438,S0030,DS41022,4,7,1,69,B+,3.3,Pass
R000439,S0030,DS41032,4,7,1,50,C+,2.3,Pass
R000440,S0030,CS41182,4,7,1,54,C+,2.3,Pass
R000441,S0030,MF4122,4,7,1,93,A+,4.0,Pass
R000442,S0030,CS41152,4,7,1,56,B-,2.7,Pass
R000443,S0030,DS42999,4,8,1,58,B-,2.7,Pass
R000444,S0030,DS42986,4,7,1,90,A+,4.0,Pass
R000445,S0031,CS11012,1,1,1,59,B-,2.7,Pass
R000446,S0031,CS11021,1,1,1,70,A-,3.7,Pass
R000447,S0031,CS11032,1,1,1,66,B+,3.3,Pass
R000448,S0031,COE11013,1,1,1,57,B-,2.7,Pass
R000449,S0031,CS11042,1,1,1,60,B,3.0,Pass
R000450,S0031,SE11012,1,1,1,47,C,2.0,Pass
R000451,S0031,CM11033,1,1,1,59,B-,2.7,Pass
R000452,S0031,CM11102,1,1,1,59,B-,2.7,Pass
R000453,S0031,DL1132,1,1,1,60,B,3.0,Pass
R000454,S0031,LS1052,1,1,1,52,C+,2.3,Pass
R000455,S0031,CS12012,1,2,1,67,B+,3.3,Pass
R000456,S0031,CS12023,1,2,1,73,A-,3.7,Pass
R000457,S0031,CS12033,1,2,1,63,B,3.0,Pass
R000458,S0031,CS12041,1,2,1,66,B+,3.3,Pass
R000459,S0031,SE12012,1,2,1,62,B,3.0,Pass
R000460,S0031,CM12052,1,2,1,62,B,3.0,Pass
R000461,S0031,COE12241,1,2,1,54,C+,2.3,Pass
R000462,S0031,COE12992,1,2,1,65,B+,3.3,Pass
R000463,S0031,DL2142,1,2,1,57,B-,2.7,Pass
R000464,S0031,CS21012,2,3,1,85,A+,4.0,Pass
R000465,S0031,CS21022,2,3,1,79,A,4.0,Pass
R000466,S0031,CS21032,2,3,1,66,B+,3.3,Pass
R000467,S0031,CS21042,2,3,1,53,C+,2.3,Pass
R000468,S0031,CS21052,2,3,1,49,C,2.0,Pass
R000469,S0031,SE21012,2,3,1,75,A,4.0,Pass
R000470,S0031,CM21032,2,3,1,65,B+,3.3,Pass
R000471,S0031,CM21102,2,3,1,67,B+,3.3,Pass
R000472,S0031,MF2112,2,3,1,38,D+,1.3,Pass
R000473,S0031,DL3152,2,3,1,68,B+,3.3,Pass
R000474,S0032,ITIC1113,1,1,1,68,B+,3.3,Pass
R000475,S0032,ITIC1123,1,1,1,72,A-,3.7,Pass
R000476,S0032,ITIC1132,1,1,1,87,A+,4.0,Pass
R000477,S0032,ITIC1112,1,1,1,42,C-,1.7,Pass
R000478,S0032,ITIC1143,1,1,1,68,B+,3.3,Pass
R000479,S0032,ITIC1152,1,1,1,72,A-,3.7,Pass
R000480,S0032,ITIC1172,1,1,1,74,A-,3.7,Pass
R000481,S0032,DL1112,1,1,1,62,B,3.0,Pass
R000482,S0032,ITIC1213,1,2,1,51,C+,2.3,Pass
R000483,S0032,ITIC1223,1,2,1,74,A-,3.7,Pass
R000484,S0032,ITIC1233,1,2,1,89,A+,4.0,Pass
R000485,S0032,ITIC1243,1,2,1,54,C+,2.3,Pass
R000486,S0032,ITIC1212,1,2,1,80,A,4.0,Pass
R000487,S0032,ITIC1282,1,2,1,67,B+,3.3,Pass
R000488,S0032,ITIC1272,1,2,1,66,B+,3.3,Pass
R000489,S0032,LC1211,1,2,1,55,B-,2.7,Pass
R000490,S0032,DL1211,1,2,1,63,B,3.0,Pass
R000491,S0032,ITIC2113,2,3,1,85,A+,4.0,Pass
R000492,S0032,ITIC2123,2,3,1,77,A,4.0,Pass
R000493,S0032,ITIC2133,2,3,1,90,A+,4.0,Pass
R000494,S0032,ITIC2143,2,3,1,83,A,4.0,Pass
R000495,S0032,ITIC2153,2,3,1,75,A,4.0,Pass
R000496,S0032,ITIC2112,2,3,1,90,A+,4.0,Pass
R000497,S0032,ITIC2162,2,3,1,75,A,4.0,Pass
R000498,S0032,LC2111,2,3,1,76,A,4.0,Pass
R000499,S0032,DL2111,2,3,1,63,B,3.0,Pass
R000500,S0032,ITIC2212,2,4,1,71,A-,3.7,Pass
R000501,S0032,ITIC2223,2,4,1,63,B,3.0,Pass
R000502,S0032,ITIC2232,2,4,1,81,A,4.0,Pass
R000503,S0032,ITIC2243,2,4,1,58,B-,2.7,Pass
R000504,S0032,ITIC2252,2,4,1,79,A,4.0,Pass
R000505,S0032,ITIC2262,2,4,1,68,B+,3.3,Pass
R000506,S0032,ITIC2272,2,4,1,83,A,4.0,Pass
R000507,S0032,ITIC2282,2,4,1,75,A,4.0,Pass
R000508,S0032,TETE2211,2,4,1,86,A+,4.0,Pass
R000509,S0032,TETE2221,2,4,1,75,A,4.0,Pass
R000510,S0032,LC2211,2,4,1,49,C,2.0,Pass
R000511,S0032,DL2211,2,4,1,66,B+,3.3,Pass
R000512,S0032,ITIC3112,3,5,1,58,B-,2.7,Pass
R000513,S0032,ITIC3123,3,5,1,65,B+,3.3,Pass
R000514,S0032,ITIC3132,3,5,1,87,A+,4.0,Pass
R000515,S0032,ITIC3142,3,5,1,77,A,4.0,Pass
R000516,S0032,ITIC3152,3,5,1,63,B,3.0,Pass
R000517,S0032,ITIC3163,3,5,1,59,B-,2.7,Pass
R000518,S0032,TETE3112,3,5,1,67,B+,3.3,Pass
R000519,S0032,TETE3122,3,5,1,53,C+,2.3,Pass
R000520,S0032,LC3111,3,5,1,59,B-,2.7,Pass
R000521,S0032,DL3111,3,5,1,70,A-,3.7,Pass
R000522,S0032,ITIC3216,3,6,1,83,A,4.0,Pass
R000523,S0033,CS11012,1,1,1,65,B+,3.3,Pass
R000524,S0033,CS11021,1,1,1,81,A,4.0,Pass
R000525,S0033,CS11032,1,1,1,94,A+,4.0,Pass
R000526,S0033,COE11013,1,1,1,70,A-,3.7,Pass
R000527,S0033,CS11042,1,1,1,98,A+,4.0,Pass
R000528,S0033,SE11012,1,1,1,92,A+,4.0,Pass
R000529,S0033,CM11033,1,1,1,97,A+,4.0,Pass
R000530,S0033,CM11102,1,1,1,81,A,4.0,Pass
R000531,S0033,DL1132,1,1,1,93,A+,4.0,Pass
R000532,S0033,LS1052,1,1,1,95,A+,4.0,Pass
R000533,S0033,CS12012,1,2,1,90,A+,4.0,Pass
R000534,S0033,CS12023,1,2,1,90,A+,4.0,Pass
R000535,S0033,CS12033,1,2,1,91,A+,4.0,Pass
R000536,S0033,CS12041,1,2,1,78,A,4.0,Pass
R000537,S0033,CM12052,1,2,1,86,A+,4.0,Pass
R000538,S0033,COE12241,1,2,1,86,A+,4.0,Pass
R000539,S0033,COE12992,1,2,1,92,A+,4.0,Pass
R000540,S0033,DL2142,1,2,1,95,A+,4.0,Pass
R000541,S0033,CS21012,2,3,1,76,A,4.0,Pass
R000542,S0033,CS21022,2,3,1,86,A+,4.0,Pass
R000543,S0033,CS21032,2,3,1,98,A+,4.0,Pass
R000544,S0033,SE21012,2,3,1,79,A,4.0,Pass
R000545,S0033,CM21032,2,3,1,79,A,4.0,Pass
R000546,S0033,CM21102,2,3,1,90,A+,4.0,Pass
R000547,S0033,MF2112,2,3,1,93,A+,4.0,Pass
R000548,S0033,DL3152,2,3,1,84,A,4.0,Pass
R000549,S0033,CS22012,2,4,1,98,A+,4.0,Pass
R000550,S0033,CS22023,2,4,1,97,A+,4.0,Pass
R000551,S0033,CS22993,2,4,1,97,A+,4.0,Pass
R000552,S0033,COE22032,2,4,1,94,A+,4.0,Pass
R000553,S0033,CM22112,2,4,1,98,A+,4.0,Pass
R000554,S0033,DL4162,2,4,1,81,A,4.0,Pass
R000555,S0033,COE12012,1,2,1,66,B+,3.3,Pass
R000556,S0033,COE12022,1,2,1,98,A+,4.0,Pass
R000557,S0033,COE21013,2,3,1,83,A,4.0,Pass
R000558,S0033,COE22012,2,4,1,89,A+,4.0,Pass
R000559,S0033,COE22023,2,4,1,98,A+,4.0,Pass
R000560,S0034,ITIC1113,1,1,1,59,B-,2.7,Pass
R000561,S0034,ITIC1123,1,1,1,49,C,2.0,Pass
R000562,S0034,ITIC1132,1,1,1,75,A,4.0,Pass
R000563,S0034,ITIC1112,1,1,1,69,B+,3.3,Pass
R000564,S0034,ITIC1143,1,1,1,79,A,4.0,Pass
R000565,S0034,ITIC1152,1,1,1,82,A,4.0,Pass
R000566,S0034,ITIC1172,1,1,1,76,A,4.0,Pass
R000567,S0034,DL1112,1,1,1,79,A,4.0,Pass
R000568,S0034,ITIC1213,1,2,1,77,A,4.0,Pass
R000569,S0034,ITIC1223,1,2,1,80,A,4.0,Pass
R000570,S0034,ITIC1233,1,2,1,67,B+,3.3,Pass
R000571,S0034,ITIC1243,1,2,1,72,A-,3.7,Pass
R000572,S0034,ITIC1212,1,2,1,76,A,4.0,Pass
R000573,S0034,ITIC1282,1,2,1,83,A,4.0,Pass
R000574,S0034,ITIC1272,1,2,1,66,B+,3.3,Pass
R000575,S0034,LC1211,1,2,1,76,A,4.0,Pass
R000576,S0034,DL1211,1,2,1,67,B+,3.3,Pass
R000577,S0034,ITIC2113,2,3,1,73,A-,3.7,Pass
R000578,S0034,ITIC2123,2,3,1,83,A,4.0,Pass
R000579,S0034,ITIC2133,2,3,1,52,C+,2.3,Pass
R000580,S0034,ITIC2143,2,3,1,60,B,3.0,Pass
R000581,S0034,ITIC2153,2,3,1,58,B-,2.7,Pass
R000582,S0034,ITIC2112,2,3,1,49,C,2.0,Pass
R000583,S0034,ITIC2162,2,3,1,67,B+,3.3,Pass
R000584,S0034,LC2111,2,3,1,79,A,4.0,Pass
R000585,S0034,DL2111,2,3,1,67,B+,3.3,Pass
R000586,S0035,CS11012,1,1,1,85,A+,4.0,Pass
R000587,S0035,CS11021,1,1,1,72,A-,3.7,Pass
R000588,S0035,CS11042,1,1,1,61,B,3.0,Pass
R000589,S0035,DS11011,1,1,1,64,B,3.0,Pass
R000590,S0035,DS11023,1,1,1,54,C+,2.3,Pass
R000591,S0035,DS11032,1,1,1,61,B,3.0,Pass
R000592,S0035,MF1122,1,1,1,67,B+,3.3,Pass
R000593,S0035,LC1133,1,1,1,75,A,4.0,Pass
R000594,S0035,DS12013,1,2,1,89,A+,4.0,Pass
R000595,S0035,DS12022,1,2,1,55,B-,2.7,Pass
R000596,S0035,DS12033,1,2,1,75,A,4.0,Pass
R000597,S0035,CS12052,1,2,1,59,B-,2.7,Pass
R000598,S0035,DS12042,1,2,1,76,A,4.0,Pass
R000599,S0035,MF1212,1,2,1,69,B+,3.3,Pass
R000600,S0035,LC1243,1,2,1,50,C+,2.3,Pass
R000601,S0035,DS21012,2,3,1,81,A,4.0,Pass
R000602,S0035,DS21022,2,3,1,64,B,3.0,Pass
R000603,S0035,DS21033,2,3,1,65,B+,3.3,Pass
R000604,S0035,CS21063,2,3,1,59,B-,2.7,Pass
R000605,S0035,DS21042,2,3,1,63,B,3.0,Pass
R000606,S0035,MF2123,2,3,1,75,A,4.0,Pass
R000607,S0035,LC2353,2,3,1,64,B,3.0,Pass
R000608,S0035,DS22012,2,4,1,74,A-,3.7,Pass
R000609,S0035,CS22032,2,4,1,75,A,4.0,Pass
R000610,S0035,DS22023,2,4,1,85,A+,4.0,Pass
R000611,S0035,MF2222,2,4,1,67,B+,3.3,Pass
R000612,S0035,DS22032,2,4,1,54,C+,2.3,Pass
R000613,S0035,LC2463,2,4,1,78,A,4.0,Pass
R000614,S0035,CS31142,3,5,1,67,B+,3.3,Pass
R000615,S0035,CS31153,3,5,1,83,A,4.0,Pass
R000616,S0035,DS31012,3,5,1,75,A,4.0,Pass
R000617,S0035,CS31162,3,5,1,69,B+,3.3,Pass
R000618,S0035,DS31023,3,5,1,74,A-,3.7,Pass
R000619,S0035,DS31032,3,5,1,92,A+,4.0,Pass
R000620,S0035,DS31042,3,5,1,93,A+,4.0,Pass
R000621,S0035,MF3113,3,5,1,71,A-,3.7,Pass
R000622,S0036,CS11012,1,1,1,46,C,2.0,Pass
R000623,S0036,CS11021,1,1,1,40,C-,1.7,Pass
R000624,S0036,CS11032,1,1,1,51,C+,2.3,Pass
R000625,S0036,COE11013,1,1,1,58,B-,2.7,Pass
R000626,S0036,CS11042,1,1,1,60,B,3.0,Pass
R000627,S0036,SE11012,1,1,1,84,A,4.0,Pass
R000628,S0036,CM11033,1,1,1,75,A,4.0,Pass
R000629,S0036,CM11102,1,1,1,53,C+,2.3,Pass
R000630,S0036,DL1132,1,1,1,63,B,3.0,Pass
R000631,S0036,LS1052,1,1,1,55,B-,2.7,Pass
R000632,S0036,CS12012,1,2,1,60,B,3.0,Pass
R000633,S0036,CS12023,1,2,1,65,B+,3.3,Pass
R000634,S0036,CS12033,1,2,1,70,A-,3.7,Pass
R000635,S0036,CS12041,1,2,1,59,B-,2.7,Pass
R000636,S0036,SE12012,1,2,1,75,A,4.0,Pass
R000637,S0036,CM12052,1,2,1,51,C+,2.3,Pass
R000638,S0036,COE12241,1,2,1,63,B,3.0,Pass
R000639,S0036,COE12992,1,2,1,92,A+,4.0,Pass
R000640,S0036,DL2142,1,2,1,62,B,3.0,Pass
R000641,S0036,CS21012,2,3,1,79,A,4.0,Pass
R000642,S0036,CS21022,2,3,1,64,B,3.0,Pass
R000643,S0036,CS21032,2,3,1,70,A-,3.7,Pass
R000644,S0036,CS21042,2,3,1,63,B,3.0,Pass
R000645,S0036,CS21052,2,3,1,61,B,3.0,Pass
R000646,S0036,SE21012,2,3,1,55,B-,2.7,Pass
R000647,S0036,CM21032,2,3,1,68,B+,3.3,Pass
R000648,S0036,CM21102,2,3,1,54,C+,2.3,Pass
R000649,S0036,MF2112,2,3,1,66,B+,3.3,Pass
R000650,S0036,DL3152,2,3,1,71,A-,3.7,Pass
R000651,S0036,CS22012,2,4,1,67,B+,3.3,Pass
R000652,S0036,CS22023,2,4,1,60,B,3.0,Pass
R000653,S0036,CS22993,2,4,1,68,B+,3.3,Pass
R000654,S0036,SE22013,2,4,1,60,B,3.0,Pass
R000655,S0036,SE22022,2,4,1,73,A-,3.7,Pass
R000656,S0036,COE22032,2,4,1,43,C-,1.7,Pass
R000657,S0036,CM22112,2,4,1,59,B-,2.7,Pass
R000658,S0036,DL4162,2,4,1,37,D+,1.3,Pass
R000659,S0037,ITIC1113,1,1,1,93,A+,4.0,Pass
R000660,S0037,ITIC1123,1,1,1,71,A-,3.7,Pass
R000661,S0037,ITIC1132,1,1,1,60,B,3.0,Pass
R000662,S0037,ITIC1112,1,1,1,71,A-,3.7,Pass
R000663,S0037,ITIC1143,1,1,1,49,C,2.0,Pass
R000664,S0037,ITIC1152,1,1,1,63,B,3.0,Pass
R000665,S0037,ITIC1172,1,1,1,67,B+,3.3,Pass
R000666,S0037,DL1112,1,1,1,61,B,3.0,Pass
R000667,S0037,ITIC1213,1,2,1,75,A,4.0,Pass
R000668,S0037,ITIC1223,1,2,1,70,A-,3.7,Pass
R000669,S0037,ITIC1233,1,2,1,73,A-,3.7,Pass
R000670,S0037,ITIC1243,1,2,1,58,B-,2.7,Pass
R000671,S0037,ITIC1212,1,2,1,76,A,4.0,Pass
R000672,S0037,ITIC1282,1,2,1,84,A,4.0,Pass
R000673,S0037,ITIC1272,1,2,1,51,C+,2.3,Pass
R000674,S0037,LC1211,1,2,1,52,C+,2.3,Pass
R000675,S0037,DL1211,1,2,1,77,A,4.0,Pass
R000676,S0038,CS11012,1,1,1,83,A,4.0,Pass
R000677,S0038,CS11021,1,1,1,77,A,4.0,Pass
R000678,S0038,CS11032,1,1,1,82,A,4.0,Pass
R000679,S0038,COE11013,1,1,1,92,A+,4.0,Pass
R000680,S0038,CS11042,1,1,1,70,A-,3.7,Pass
R000681,S0038,SE11012,1,1,1,94,A+,4.0,Pass
R000682,S0038,CM11033,1,1,1,81,A,4.0,Pass
R000683,S0038,CM11102,1,1,1,98,A+,4.0,Pass
R000684,S0038,DL1132,1,1,1,57,B-,2.7,Pass
R000685,S0038,LS1052,1,1,1,74,A-,3.7,Pass
R000686,S0038,CS12012,1,2,1,69,B+,3.3,Pass
R000687,S0038,CS12023,1,2,1,78,A,4.0,Pass
R000688,S0038,CS12033,1,2,1,90,A+,4.0,Pass
R000689,S0038,CS12041,1,2,1,85,A+,4.0,Pass
R000690,S0038,SE12012,1,2,1,84,A,4.0,Pass
R000691,S0038,CM12052,1,2,1,85,A+,4.0,Pass
R000692,S0038,COE12241,1,2,1,89,A+,4.0,Pass
R000693,S0038,COE12992,1,2,1,76,A,4.0,Pass
R000694,S0038,DL2142,1,2,1,91,A+,4.0,Pass
R000695,S0038,CS21012,2,3,1,94,A+,4.0,Pass
R000696,S0038,CS21022,2,3,1,91,A+,4.0,Pass
R000697,S0038,CS21032,2,3,1,93,A+,4.0,Pass
R000698,S0038,CS21042,2,3,1,90,A+,4.0,Pass
R000699,S0038,CS21052,2,3,1,98,A+,4.0,Pass
R000700,S0038,SE21012,2,3,1,86,A+,4.0,Pass
R000701,S0038,CM21032,2,3,1,84,A,4.0,Pass
R000702,S0038,CM21102,2,3,1,79,A,4.0,Pass
R000703,S0038,MF2112,2,3,1,72,A-,3.7,Pass
R000704,S0038,DL3152,2,3,1,69,B+,3.3,Pass
R000705,S0039,CS11012,1,1,1,64,B,3.0,Pass
R000706,S0039,CS11021,1,1,1,82,A,4.0,Pass
R000707,S0039,CS11032,1,1,1,80,A,4.0,Pass
R000708,S0039,COE11013,1,1,1,70,A-,3.7,Pass
R000709,S0039,CS11042,1,1,1,65,B+,3.3,Pass
R000710,S0039,SE11012,1,1,1,78,A,4.0,Pass
R000711,S0039,CM11033,1,1,1,74,A-,3.7,Pass
R000712,S0039,CM11102,1,1,1,56,B-,2.7,Pass
R000713,S0039,DL1132,1,1,1,67,B+,3.3,Pass
R000714,S0039,LS1052,1,1,1,71,A-,3.7,Pass
R000715,S0040,CS11012,1,1,1,49,C,2.0,Pass
R000716,S0040,CS11021,1,1,1,62,B,3.0,Pass
R000717,S0040,CS11042,1,1,1,72,A-,3.7,Pass
R000718,S0040,DS11011,1,1,1,63,B,3.0,Pass
R000719,S0040,DS11023,1,1,1,83,A,4.0,Pass
R000720,S0040,DS11032,1,1,1,97,A+,4.0,Pass
R000721,S0040,MF1122,1,1,1,62,B,3.0,Pass
R000722,S0040,LC1133,1,1,1,62,B,3.0,Pass
R000723,S0040,DS12013,1,2,1,78,A,4.0,Pass
R000724,S0040,DS12022,1,2,1,93,A+,4.0,Pass
R000725,S0040,DS12033,1,2,1,62,B,3.0,Pass
R000726,S0040,CS12052,1,2,1,78,A,4.0,Pass
R000727,S0040,DS12042,1,2,1,95,A+,4.0,Pass
R000728,S0040,MF1212,1,2,1,57,B-,2.7,Pass
R000729,S0040,LC1243,1,2,1,61,B,3.0,Pass
R000730,S0040,DS21012,2,3,1,70,A-,3.7,Pass
R000731,S0040,DS21022,2,3,1,69,B+,3.3,Pass
R000732,S0040,DS21033,2,3,1,84,A,4.0,Pass
R000733,S0040,CS21063,2,3,1,78,A,4.0,Pass
R000734,S0040,DS21042,2,3,1,56,B-,2.7,Pass
R000735,S0040,MF2123,2,3,1,81,A,4.0,Pass
R000736,S0040,LC2353,2,3,1,65,B+,3.3,Pass
R000737,S0040,DS22012,2,4,1,89,A+,4.0,Pass
R000738,S0040,CS22032,2,4,1,68,B+,3.3,Pass
R000739,S0040,DS22023,2,4,1,68,B+,3.3,Pass
R000740,S0040,MF2222,2,4,1,81,A,4.0,Pass
R000741,S0040,DS22032,2,4,1,84,A,4.0,Pass
R000742,S0040,LC2463,2,4,1,76,A,4.0,Pass
R000743,S0040,CS31142,3,5,1,57,B-,2.7,Pass
R000744,S0040,CS31153,3,5,1,81,A,4.0,Pass
R000745,S0040,DS31012,3,5,1,64,B,3.0,Pass
R000746,S0040,CS31162,3,5,1,78,A,4.0,Pass
R000747,S0040,DS31023,3,5,1,59,B-,2.7,Pass
R000748,S0040,DS31032,3,5,1,80,A,4.0,Pass
R000749,S0040,DS31042,3,5,1,66,B+,3.3,Pass
R000750,S0040,MF3113,3,5,1,61,B,3.0,Pass
R000751,S0040,DS32013,3,6,1,83,A,4.0,Pass
R000752,S0040,DS32023,3,6,1,78,A,4.0,Pass
R000753,S0040,DS32993,3,6,1,68,B+,3.3,Pass
R000754,S0040,MF3212,3,6,1,91,A+,4.0,Pass
R000755,S0040,CS32122,3,6,1,70,A-,3.7,Pass
R000756,S0040,CS32132,3,6,1,75,A,4.0,Pass
R000757,S0040,CS32143,3,6,1,78,A,4.0,Pass
R000758,S0040,LC3673,3,6,1,68,B+,3.3,Pass
R000759,S0040,CS41172,4,7,1,80,A,4.0,Pass
R000760,S0040,DS41012,4,7,1,69,B+,3.3,Pass
R000761,S0040,SE41052,4,7,1,71,A-,3.7,Pass
R000762,S0040,CS41142,4,7,1,90,A+,4.0,Pass
R000763,S0040,CS41052,4,7,1,64,B,3.0,Pass
R000764,S0040,DS41022,4,7,1,49,C,2.0,Pass
R000765,S0040,DS41032,4,7,1,93,A+,4.0,Pass
R000766,S0040,CS41182,4,7,1,98,A+,4.0,Pass
R000767,S0040,MF4122,4,7,1,71,A-,3.7,Pass
R000768,S0040,CS41152,4,7,1,54,C+,2.3,Pass
R000769,S0040,DS42999,4,8,1,72,A-,3.7,Pass
R000770,S0040,DS42986,4,7,1,72,A-,3.7,Pass
R000771,S0041,ITIC1113,1,1,1,98,A+,4.0,Pass
R000772,S0041,ITIC1123,1,1,1,80,A,4.0,Pass
R000773,S0041,ITIC1132,1,1,1,75,A,4.0,Pass
R000774,S0041,ITIC1112,1,1,1,77,A,4.0,Pass
R000775,S0041,ITIC1143,1,1,1,85,A+,4.0,Pass
R000776,S0041,ITIC1152,1,1,1,59,B-,2.7,Pass
R000777,S0041,ITIC1172,1,1,1,80,A,4.0,Pass
R000778,S0041,DL1112,1,1,1,70,A-,3.7,Pass
R000779,S0041,ITIC1213,1,2,1,98,A+,4.0,Pass
R000780,S0041,ITIC1223,1,2,1,77,A,4.0,Pass
R000781,S0041,ITIC1233,1,2,1,97,A+,4.0,Pass
R000782,S0041,ITIC1243,1,2,1,66,B+,3.3,Pass
R000783,S0041,ITIC1212,1,2,1,85,A+,4.0,Pass
R000784,S0041,ITIC1282,1,2,1,82,A,4.0,Pass
R000785,S0041,ITIC1272,1,2,1,65,B+,3.3,Pass
R000786,S0041,LC1211,1,2,1,76,A,4.0,Pass
R000787,S0041,DL1211,1,2,1,88,A+,4.0,Pass
R000788,S0042,CS11012,1,1,1,37,D+,1.3,Pass
R000789,S0042,CS11021,1,1,1,60,B,3.0,Pass
R000790,S0042,CS11032,1,1,1,49,C,2.0,Pass
R000791,S0042,COE11013,1,1,1,26,F,0.0,Fail
R000792,S0042,CS11042,1,1,1,63,B,3.0,Pass
R000793,S0042,SE11012,1,1,1,57,B-,2.7,Pass
R000794,S0042,CM11033,1,1,1,47,C,2.0,Pass
R000795,S0042,CM11102,1,1,1,40,C-,1.7,Pass
R000796,S0042,DL1132,1,1,1,60,B,3.0,Pass
R000797,S0042,LS1052,1,1,1,54,C+,2.3,Pass
R000798,S0042,CS12012,1,2,1,81,A,4.0,Pass
R000799,S0042,CS12023,1,2,1,59,B-,2.7,Pass
R000800,S0042,CS12033,1,2,1,59,B-,2.7,Pass
R000801,S0042,CS12041,1,2,1,53,C+,2.3,Pass
R000802,S0042,SE12012,1,2,1,63,B,3.0,Pass
R000803,S0042,CM12052,1,2,1,61,B,3.0,Pass
R000804,S0042,COE12241,1,2,1,68,B+,3.3,Pass
R000805,S0042,COE12992,1,2,1,49,C,2.0,Pass
R000806,S0042,DL2142,1,2,1,46,C,2.0,Pass
R000807,S0042,CS21012,2,3,1,49,C,2.0,Pass
R000808,S0042,CS21022,2,3,1,63,B,3.0,Pass
R000809,S0042,CS21032,2,3,1,71,A-,3.7,Pass
R000810,S0042,CS21042,2,3,1,49,C,2.0,Pass
R000811,S0042,CS21052,2,3,1,50,C+,2.3,Pass
R000812,S0042,SE21012,2,3,1,58,B-,2.7,Pass
R000813,S0042,CM21032,2,3,1,52,C+,2.3,Pass
R000814,S0042,CM21102,2,3,1,65,B+,3.3,Pass
R000815,S0042,MF2112,2,3,1,26,F,0.0,Fail
R000816,S0042,DL3152,2,3,1,41,C-,1.7,Pass
R000817,S0042,CS22012,2,4,1,46,C,2.0,Pass
R000818,S0042,CS22023,2,4,1,29,F,0.0,Fail
R000819,S0042,CS22993,2,4,1,44,C-,1.7,Pass
R000820,S0042,SE22013,2,4,1,44,C-,1.7,Pass
R000821,S0042,SE22022,2,4,1,52,C+,2.3,Pass
R000822,S0042,COE22032,2,4,1,67,B+,3.3,Pass
R000823,S0042,CM22112,2,4,1,52,C+,2.3,Pass
R000824,S0042,DL4162,2,4,1,39,D+,1.3,Pass
R000825,S0042,CS31082,3,5,1,54,C+,2.3,Pass
R000826,S0042,CS31092,3,5,1,66,B+,3.3,Pass
R000827,S0042,CS31102,3,5,1,44,C-,1.7,Pass
R000828,S0042,CS31112,3,5,1,44,C-,1.7,Pass
R000829,S0042,CS31122,3,5,1,61,B,3.0,Pass
R000830,S0042,CS31132,3,5,1,52,C+,2.3,Pass
R000831,S0042,CS31022,3,5,1,62,B,3.0,Pass
R000832,S0042,CS31032,3,5,1,54,C+,2.3,Pass
R000833,S0042,CS31042,3,5,1,62,B,3.0,Pass
R000834,S0042,CS31062,3,5,1,43,C-,1.7,Pass
R000835,S0042,CS31012,3,5,1,50,C+,2.3,Pass
R000836,S0042,COE31052,3,5,1,52,C+,2.3,Pass
R000837,S0042,CS31072,3,5,1,41,C-,1.7,Pass
R000838,S0042,CS32012,3,6,1,37,D+,1.3,Pass
R000839,S0042,CS32022,3,6,1,62,B,3.0,Pass
R000840,S0042,CS32032,3,6,1,51,C+,2.3,Pass
R000841,S0042,CS32042,3,6,1,43,C-,1.7,Pass
R000842,S0042,CS32082,3,6,1,53,C+,2.3,Pass
R000843,S0042,CS32092,3,6,1,67,B+,3.3,Pass
R000844,S0042,CS32992,3,6,1,29,F,0.0,Fail
R000845,S0042,CM32013,3,6,1,38,D+,1.3,Pass
R000846,S0042,CM32051,3,6,1,44,C-,1.7,Pass
R000847,S0042,CS32062,3,6,1,71,A-,3.7,Pass
R000848,S0042,CS32102,3,6,1,58,B-,2.7,Pass
R000849,S0042,CS32112,3,6,1,63,B,3.0,Pass
R000850,S0042,IT32262,3,6,1,42,C-,1.7,Pass
R000851,S0043,CS11012,1,1,1,76,A,4.0,Pass
R000852,S0043,CS11021,1,1,1,83,A,4.0,Pass
R000853,S0043,CS11032,1,1,1,83,A,4.0,Pass
R000854,S0043,COE11013,1,1,1,56,B-,2.7,Pass
R000855,S0043,CS11042,1,1,1,50,C+,2.3,Pass
R000856,S0043,SE11012,1,1,1,85,A+,4.0,Pass
R000857,S0043,CM11033,1,1,1,87,A+,4.0,Pass
R000858,S0043,CM11102,1,1,1,63,B,3.0,Pass
R000859,S0043,DL1132,1,1,1,50,C+,2.3,Pass
R000860,S0043,LS1052,1,1,1,71,A-,3.7,Pass
R000861,S0043,CS12012,1,2,1,85,A+,4.0,Pass
R000862,S0043,CS12023,1,2,1,94,A+,4.0,Pass
R000863,S0043,CS12033,1,2,1,80,A,4.0,Pass
R000864,S0043,CS12041,1,2,1,70,A-,3.7,Pass
R000865,S0043,SE12012,1,2,1,64,B,3.0,Pass
R000866,S0043,CM12052,1,2,1,74,A-,3.7,Pass
R000867,S0043,COE12241,1,2,1,71,A-,3.7,Pass
R000868,S0043,COE12992,1,2,1,63,B,3.0,Pass
R000869,S0043,DL2142,1,2,1,93,A+,4.0,Pass
R000870,S0044,ITIC1113,1,1,1,91,A+,4.0,Pass
